time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452650000	3.89827	18.2355	4.88988	3.9059	0.509227	radar	6.92651	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65921	18.097	4.92799	3.90208	0.471365	lidar	2.67468	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48529	17.9461	4.90472	3.90843	0.434271	radar	3.37416	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26985	17.7813	4.93424	3.91575	0.414968	lidar	1.22762	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09971	17.5968	4.94823	3.95351	0.454661	radar	2.49528	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9108	17.4795	4.92906	3.9488	0.422217	lidar	5.98693	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.77756	17.2614	4.9393	4.00936	0.495288	radar	3.23897	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.6037	17.0774	4.94849	4.02681	0.48588	lidar	0.151264	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43274	16.9103	4.92945	4.02328	0.43013	radar	2.02881	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26531	16.7382	4.92693	4.0344	0.417453	lidar	0.498463	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09134	16.5441	4.93329	4.03884	0.382153	radar	5.07657	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.9415	16.3154	4.95438	4.06913	0.394921	lidar	2.39905	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77722	16.139	4.94172	4.06657	0.353542	radar	1.02551	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57499	15.9734	4.95831	4.05469	0.316117	lidar	1.75654	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45787	15.7416	4.97325	4.10634	0.381546	radar	2.22511	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28965	15.5276	4.99863	4.11736	0.37055	lidar	1.10673	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.13411	15.3346	4.99691	4.12252	0.349867	radar	0.927242	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.931499	15.1235	5.04176	4.11609	0.318393	lidar	3.15744	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.778318	14.9405	5.02213	4.11063	0.278258	radar	2.03385	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.665457	14.7235	5.011	4.13744	0.294555	lidar	0.341288	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.561977	14.4823	5.02452	4.18278	0.34891	radar	1.96347	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.391428	14.2649	5.05293	4.18263	0.326187	lidar	1.2969	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.288294	14.0153	5.08141	4.23305	0.395074	radar	3.77916	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.255169	13.7613	5.05337	4.29167	0.444403	lidar	2.93864	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.16282	13.5202	5.06774	4.32752	0.473683	radar	1.20345	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.00253271	13.2963	5.09902	4.31797	0.429741	lidar	2.17746	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.120501	13.0762	5.0887	4.31967	0.39451	radar	0.895286	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.143691	12.8416	5.05094	4.37044	0.436595	lidar	2.56098	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.267121	12.6159	5.04484	4.36142	0.381552	radar	3.77313	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.388011	12.3815	5.05965	4.36346	0.358571	lidar	0.503884	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.520177	12.1716	5.04849	4.34798	0.306065	radar	3.78405	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.604375	11.948	5.03618	4.36282	0.306109	lidar	0.439575	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.735215	11.7214	5.04184	4.35062	0.263725	radar	2.78493	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.924001	11.4861	5.08491	4.31741	0.202298	lidar	4.1887	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03999	11.258	5.07374	4.30514	0.155551	radar	2.71217	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21298	11.0351	5.09728	4.27842	0.111507	lidar	2.03198	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2848	10.7889	5.1073	4.31533	0.170896	radar	1.65728	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41018	10.5392	5.13193	4.31436	0.158874	lidar	1.14952	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.48687	10.2794	5.15218	4.34625	0.204661	radar	1.94606	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59335	10.0652	5.13647	4.3455	0.191381	lidar	1.56582	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68485	9.83299	5.12763	4.35095	0.182316	radar	0.355468	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76623	9.60768	5.11135	4.36122	0.183991	lidar	0.624367	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.8666	9.35999	5.1321	4.37416	0.201502	radar	2.70759	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94124	9.07327	5.16676	4.39498	0.214262	lidar	4.6816	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03312	8.84646	5.14909	4.3902	0.183894	radar	1.53095	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12859	8.59538	5.16172	4.39378	0.176553	lidar	0.283141	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.25013	8.34678	5.18288	4.38461	0.15324	radar	3.09404	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.3051	8.10662	5.16637	4.40352	0.167678	lidar	0.544735	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37783	7.88646	5.13865	4.40732	0.157556	radar	5.21835	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48777	7.63792	5.15625	4.40099	0.139508	lidar	0.751351	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65216	7.40685	5.16838	4.3532	0.0467458	radar	5.5623	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.7546	7.15272	5.18465	4.35205	0.0422884	lidar	0.508265	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81747	6.9141	5.17404	4.37416	0.0805079	radar	1.60731	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87082	6.69443	5.13795	4.3881	0.0923481	lidar	2.40073	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.94734	6.46399	5.11463	4.37782	0.0495834	radar	4.22695	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-3.0048	6.22264	5.10274	4.3909	0.0622193	lidar	0.589875	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.11697	5.97923	5.12035	4.38432	0.0558462	radar	3.048	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19362	5.71018	5.14233	4.39273	0.0625954	lidar	1.65509	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30237	5.46462	5.14978	4.37084	0.00970388	radar	2.09943	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3953	5.20726	5.16672	4.37057	0.00892914	lidar	0.597012	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46235	4.95957	5.16492	4.38667	0.0399703	radar	0.328201	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56868	4.69103	5.19863	4.38268	0.0335495	lidar	2.28651	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6765	4.44156	5.20808	4.36128	-0.018125	radar	2.19994	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.80268	4.18009	5.24193	4.34928	-0.0299345	lidar	2.98792	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88505	3.93709	5.23765	4.3616	0.00359726	radar	1.15065	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96143	3.69796	5.22464	4.36554	0.0072696	lidar	0.484104	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0687	3.48455	5.20016	4.34392	-0.0380936	radar	3.84415	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16046	3.23904	5.20225	4.34318	-0.0367333	lidar	0.0240737	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27357	2.98959	5.21759	4.32759	-0.0668623	radar	0.765343	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36079	2.72079	5.2391	4.33214	-0.0570075	lidar	1.57445	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44812	2.47029	5.24186	4.33876	-0.0370857	radar	0.260433	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55002	2.21042	5.26118	4.33779	-0.034819	lidar	0.897718	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6617	1.97792	5.25641	4.30908	-0.102965	radar	3.77729	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77381	1.71287	5.28502	4.30582	-0.0986949	lidar	2.03564	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89709	1.46811	5.29767	4.28645	-0.131751	radar	0.648009	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96105	1.22393	5.27781	4.29418	-0.117215	lidar	4.58836	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0597	0.997337	5.25762	4.29344	-0.102845	radar	0.920901	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12444	0.755369	5.2385	4.30132	-0.0893618	lidar	3.95121	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21384	0.473641	5.27608	4.30577	-0.085575	radar	5.49382	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29049	0.227593	5.26662	4.31081	-0.0751757	lidar	1.48831	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.4002	-0.0106319	5.26228	4.31658	-0.0410797	radar	5.9657	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47229	-0.256201	5.25152	4.32423	-0.0299365	lidar	1.62688	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59606	-0.453383	5.21557	4.30152	-0.0633159	radar	3.97675	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73599	-0.648732	5.1862	4.27675	-0.091892	lidar	3.02183	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.85147	-0.873681	5.18504	4.25284	-0.143469	radar	5.24775	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94506	-1.13398	5.20474	4.25996	-0.124194	lidar	1.23982	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03144	-1.3957	5.22143	4.27014	-0.102273	radar	2.73577	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17129	-1.60633	5.20809	4.24941	-0.123193	lidar	1.10586	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31645	-1.83092	5.2249	4.21108	-0.200147	radar	3.95173	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42115	-2.07677	5.23306	4.2132	-0.183815	lidar	0.578135	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57406	-2.28241	5.21966	4.19087	-0.197615	radar	2.95408	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72415	-2.49273	5.21317	4.17016	-0.212342	lidar	0.397759	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88121	-2.70287	5.21252	4.14671	-0.232684	radar	1.01902	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97044	-2.96632	5.23191	4.16609	-0.190053	lidar	2.74665	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09933	-3.19192	5.2267	4.16478	-0.171642	radar	0.264246	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22455	-3.39511	5.20341	4.15454	-0.174819	lidar	1.39932	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36959	-3.63554	5.22478	4.15042	-0.166526	radar	4.45319	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53206	-3.78945	5.17433	4.11392	-0.20636	lidar	4.88026	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67705	-3.99807	5.17191	4.10123	-0.212421	radar	0.468922	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83015	-4.22183	5.18538	4.09325	-0.208417	lidar	0.421866	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98072	-4.4386	5.1894	4.0863	-0.201774	radar	0.378078	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13962	-4.67043	5.21206	4.08112	-0.19446	lidar	1.19939	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27704	-4.88416	5.19123	4.08995	-0.152495	radar	2.60918	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40849	-5.10482	5.18997	4.09323	-0.137677	lidar	0.303388	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55342	-5.28875	5.15123	4.08906	-0.120933	radar	4.41928	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74691	-5.48207	5.16048	4.06233	-0.148875	lidar	1.6038	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90341	-5.6848	5.15349	4.0576	-0.140327	radar	0.447221	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06318	-5.87236	5.14167	4.04459	-0.148605	lidar	0.300214	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19901	-6.04924	5.09535	4.04613	-0.125322	radar	7.29279	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.38846	-6.15965	5.04045	3.99928	-0.180958	lidar	6.52051	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.56024	-6.34716	5.03717	3.98946	-0.178551	radar	0.908709	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70249	-6.55103	5.03605	3.99521	-0.158749	lidar	0.358126	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92501	-6.70612	5.04874	3.95135	-0.212011	radar	6.58793	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1329	-6.86189	5.04795	3.91959	-0.240547	lidar	0.575473	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3171	-7.02448	5.04361	3.90047	-0.251915	radar	1.14886	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5475	-7.19085	5.06749	3.86883	-0.276759	lidar	2.90838	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7547	-7.3316	5.06168	3.83859	-0.300118	radar	2.02839	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9998	-7.4809	5.08566	3.80154	-0.32875	lidar	2.99491	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1916	-7.6233	5.06485	3.7848	-0.328811	radar	1.46403	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3418	-7.78307	5.03548	3.79025	-0.300915	lidar	3.77734	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5409	-7.91139	5.01485	3.76756	-0.311401	radar	2.16402	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7267	-8.01797	4.97816	3.74218	-0.326586	lidar	3.98583	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.928	-8.13298	4.94186	3.71795	-0.337691	radar	2.75461	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1473	-8.22122	4.92435	3.67872	-0.368597	lidar	1.16404	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.37	-8.34275	4.9457	3.65726	-0.370543	radar	2.11209	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5768	-8.42294	4.91756	3.62408	-0.391853	lidar	2.57884	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7936	-8.5042	4.88564	3.58881	-0.417632	radar	2.41638	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0632	-8.58747	4.9149	3.54565	-0.445102	lidar	2.9027	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.3082	-8.68139	4.93746	3.52091	-0.443939	radar	2.30641	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5307	-8.72797	4.91331	3.48085	-0.469468	lidar	2.31759	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7626	-8.75723	4.87816	3.42723	-0.520405	radar	4.1987	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9797	-8.87505	4.88235	3.43006	-0.482202	lidar	0.887311	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2216	-8.9664	4.91229	3.42464	-0.444735	radar	2.65121	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4379	-9.08328	4.91052	3.431	-0.407663	lidar	0.733906	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.67	-9.15061	4.90372	3.4093	-0.412405	radar	0.276999	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9472	-9.14568	4.92258	3.3488	-0.462617	lidar	1.55657	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1997	-9.22021	4.94166	3.33864	-0.442088	radar	4.39511	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4521	-9.34195	4.96722	3.3526	-0.393368	lidar	5.19693	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7001	-9.36688	4.95587	3.31244	-0.431332	radar	1.86686	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9506	-9.45605	4.97051	3.31466	-0.399473	lidar	2.06885	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2046	-9.46084	4.9672	3.271	-0.437337	radar	2.24756	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4555	-9.45383	4.96684	3.23075	-0.460976	lidar	0.485141	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6837	-9.44504	4.94082	3.19048	-0.492536	radar	5.27333	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.958	-9.43441	4.96571	3.15407	-0.505256	lidar	1.26713	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2061	-9.49989	4.97469	3.1678	-0.445263	radar	7.97763	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4629	-9.52055	4.98336	3.15332	-0.434698	lidar	0.50116	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7202	-9.50839	4.98712	3.12004	-0.456469	radar	1.66981	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9734	-9.47599	4.99169	3.08549	-0.470727	lidar	0.181528	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2204	-9.43352	4.98642	3.04284	-0.505284	radar	0.665702	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.433	-9.47674	4.94884	3.05136	-0.466895	lidar	2.5434	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6711	-9.4628	4.94406	3.03896	-0.445333	radar	1.71374	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9182	-9.45763	4.94353	3.02747	-0.432043	lidar	0.269041	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1507	-9.41697	4.93554	3.00515	-0.427336	radar	4.01281	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3912	-9.29959	4.94408	2.94599	-0.473272	lidar	2.91647	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6269	-9.21787	4.93969	2.89952	-0.514334	radar	1.0924	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8716	-9.09931	4.95617	2.84852	-0.543717	lidar	1.15032	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.107	-8.99931	4.96213	2.81195	-0.551428	radar	4.90814	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3048	-9.11223	4.88001	2.86761	-0.460064	lidar	15.8075	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.545	-9.06675	4.88096	2.85859	-0.438163	radar	1.52646	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7642	-8.97516	4.87403	2.82618	-0.451485	lidar	0.767049	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0047	-8.89173	4.88345	2.79891	-0.461773	radar	2.27359	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2055	-8.82136	4.85345	2.77867	-0.461091	lidar	1.82429	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4383	-8.72892	4.85953	2.74967	-0.476009	radar	1.77379	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6396	-8.69921	4.81603	2.75053	-0.450365	lidar	2.79366	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8342	-8.54034	4.80946	2.67576	-0.54742	radar	6.57556	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0381	-8.46737	4.78623	2.66264	-0.532473	lidar	0.827952	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2489	-8.35464	4.78828	2.64439	-0.509237	radar	1.93228	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4742	-8.26795	4.78925	2.63374	-0.491666	lidar	1.0497	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6688	-8.14082	4.78073	2.59807	-0.514396	radar	1.09851	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.885	-7.92809	4.83359	2.54133	-0.545884	lidar	4.40428	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0758	-7.77395	4.8333	2.48997	-0.601689	radar	3.30672	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2931	-7.61189	4.86254	2.46097	-0.597442	lidar	1.86213	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4934	-7.47474	4.86471	2.45728	-0.539833	radar	1.91789	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6614	-7.32709	4.84554	2.42911	-0.543227	lidar	0.807309	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8514	-7.16956	4.85108	2.41115	-0.522048	radar	0.911598	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0206	-7.06372	4.80877	2.40193	-0.507423	lidar	2.58831	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1869	-6.88076	4.81337	2.36275	-0.531986	radar	1.85874	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3381	-6.64585	4.84153	2.31166	-0.556921	lidar	2.92169	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.505	-6.46943	4.84309	2.27829	-0.57766	radar	3.41883	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6119	-6.31158	4.7905	2.24482	-0.588301	lidar	5.83032	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
